Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,temperature,humidity,ph,Rainfall_Required
mothbeans,2019,Rabi,Tamil Nadu,17194.0,45024,910.1,2953241.44,6361.78,2.6984,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2019,Whole Year,Tamil Nadu,92440.0,3987895,910.1,15877494.4,34202.8,42.7084375,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2019,Whole Year,Tamil Nadu,438935.0,4946800000,910.1,75391475.6,162405.95,8795.260556,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2019,Kharif,Tamil Nadu,96681.0,235305,910.1,16605928.56,35771.97,2.533461538,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
cotton,2019,Rabi,Tamil Nadu,72817.0,182776,910.1,12507047.92,26942.29,2.717307692,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2019,Kharif,Tamil Nadu,168587.0,1506526,910.1,28956503.12,62377.19,8.614827586,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2019,Rabi,Tamil Nadu,164978.0,1108221,910.1,28336621.28,61041.86,6.841666667,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2019,Kharif,Tamil Nadu,22747.0,13049,910.1,3907024.72,8416.39,0.587407407,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2019,Rabi,Tamil Nadu,149191.0,63365,910.1,25625046.16,55200.67,0.47137931,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2019,Autumn,Tamil Nadu,206535.0,847692,910.1,35474451.6,76417.95,4.077241379,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2019,Summer,Tamil Nadu,339990.0,1463054,910.1,58396682.4,125796.3,4.095,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2019,Winter,Tamil Nadu,1360882.0,4954415,910.1,233745092.3,503526.34,3.818387097,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2019,Kharif,Tamil Nadu,42597.0,35846,910.1,7316460.72,15760.89,0.854333333,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2019,Rabi,Tamil Nadu,362726.0,281577,910.1,62301817.76,134208.62,0.759,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,1997,Kharif,Andhra Pradesh,313900.0,55600,927.5,29873863.0,97309.0,0.197727273,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
pigeonpeas,1997,Rabi,Andhra Pradesh,3500.0,1400,927.5,333095.0,1085.0,0.474,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,1997,Kharif,Andhra Pradesh,89400.0,63600,927.5,8508198.0,27714.0,0.815882353,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
cotton,1997,Kharif,Andhra Pradesh,906300.0,1320400,927.5,86252571.0,280953.0,1.643333333,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,1997,Kharif,Andhra Pradesh,305100.0,791500,927.5,29036367.0,94581.0,2.201818182,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,1997,Rabi,Andhra Pradesh,90800.0,291800,927.5,8641436.0,28148.0,3.21,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,1997,Kharif,Andhra Pradesh,316800.0,80900,927.5,30149856.0,98208.0,0.34,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,1997,Rabi,Andhra Pradesh,137000.0,53200,927.5,13038290.0,42470.0,0.363333333,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,1997,Kharif,Andhra Pradesh,2382500.0,5218300,927.5,226742525.0,738575.0,1.99173913,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,1997,Rabi,Andhra Pradesh,1117700.0,3291700,927.5,106371509.0,346487.0,2.64,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,1997,Kharif,Andhra Pradesh,88400.0,24700,927.5,8413028.0,27404.0,0.2525,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,1997,Rabi,Andhra Pradesh,413000.0,190700,927.5,39305210.0,128030.0,0.388125,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,1998,Kharif,Andhra Pradesh,390800.0,169100,1048.3,38611040.0,113332.0,0.461818182,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
pigeonpeas,1998,Rabi,Andhra Pradesh,3100.0,1600,1048.3,306280.0,899.0,0.56,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,1998,Kharif,Andhra Pradesh,120000.0,114500,1048.3,11856000.0,34800.0,0.988235294,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,1998,Rabi,Andhra Pradesh,7300.0,4600,1048.3,721240.0,2117.0,0.905714286,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
cotton,1998,Kharif,Andhra Pradesh,1280900.0,1522100,1048.3,126552920.0,371461.0,1.093809524,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,1998,Kharif,Andhra Pradesh,314900.0,1019800,1048.3,31112120.0,91321.0,2.479545455,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,1998,Rabi,Andhra Pradesh,83700.0,363700,1048.3,8269560.0,24273.0,4.245,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,1998,Kharif,Andhra Pradesh,333300.0,163500,1048.3,32930040.0,96657.0,0.560909091,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,1998,Rabi,Andhra Pradesh,136800.0,53900,1048.3,13515840.0,39672.0,0.354285714,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,1998,Kharif,Andhra Pradesh,2812400.0,7005800,1048.3,277865120.0,815596.0,2.47,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,1998,Rabi,Andhra Pradesh,1504200.0,4872200,1048.3,148614960.0,436218.0,2.986086957,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,1998,Kharif,Andhra Pradesh,75500.0,30900,1048.3,7459400.0,21895.0,0.658823529,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,1998,Rabi,Andhra Pradesh,354800.0,230600,1048.3,35054240.0,102892.0,0.544117647,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,1998,Kharif,Tamil Nadu,113783.0,99516,1077.1,11241760.4,32997.07,0.8125,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,1998,Kharif,Tamil Nadu,196002.0,309644,1077.1,19364997.6,56840.58,1.783043478,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,1998,Whole Year,Tamil Nadu,74681.0,3649318,1077.1,7378482.8,21657.49,44.85214286,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
cotton,1998,Kharif,Tamil Nadu,242830.0,429535,1077.1,23991604.0,70420.7,1.9364,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,1998,Kharif,Tamil Nadu,70179.0,111983,1077.1,6933685.2,20351.91,1.606666667,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,1998,Kharif,Tamil Nadu,183249.0,91770,1077.1,18105001.2,53142.21,0.488148148,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,1998,Kharif,Tamil Nadu,2386399.0,8215286,1077.1,235776221.2,692055.71,3.445,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,1998,Kharif,Tamil Nadu,446130.0,218245,1077.1,44077644.0,129377.7,0.505925926,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,1999,Kharif,Tamil Nadu,87782.0,62411,922.8,9316303.66,23701.14,0.680769231,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,1999,Kharif,Tamil Nadu,177406.0,258774,922.8,18828098.78,47899.62,1.7384,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,1999,Whole Year,Tamil Nadu,86449.0,2762324,922.8,9174832.37,23341.23,29.60071429,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
cotton,1999,Kharif,Tamil Nadu,184707.0,287965,922.8,19602953.91,49870.89,1.762222222,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,1999,Kharif,Tamil Nadu,115803.0,183765,922.8,12290172.39,31266.81,1.688,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,1999,Kharif,Tamil Nadu,175337.0,93209,922.8,18608515.81,47340.99,0.541538462,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,1999,Kharif,Tamil Nadu,2204046.0,7225373,922.8,233915402.0,595092.42,3.499642857,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,1999,Kharif,Tamil Nadu,439604.0,218071,922.8,46655172.52,118693.08,0.517777778,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2000,Kharif,Tamil Nadu,84929.0,60293,971.1,8337479.93,22081.54,0.674347826,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2000,Kharif,Tamil Nadu,199655.0,303245,971.1,19600131.35,51910.3,1.5484,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2000,Whole Year,Tamil Nadu,77485.0,2473512,971.1,7606702.45,20146.1,29.60107143,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
cotton,2000,Kharif,Tamil Nadu,193850.0,325079,971.1,19030254.5,50401.0,1.807777778,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2000,Kharif,Tamil Nadu,119802.0,193854,971.1,11760962.34,31148.52,1.629090909,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2000,Kharif,Tamil Nadu,198603.0,90864,971.1,19496856.51,51636.78,0.484814815,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2000,Kharif,Tamil Nadu,2113344.0,7217903,971.1,207466980.5,549469.44,3.611785714,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2000,Kharif,Tamil Nadu,503982.0,244412,971.1,49475912.94,131035.32,0.517777778,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2001,Kharif,Tamil Nadu,63613.0,41420,481.3,6496795.69,16539.38,0.623333333,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2001,Kharif,Tamil Nadu,125093.0,152971,481.3,12775748.09,32524.18,1.3948,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
cotton,2001,Kharif,Tamil Nadu,164169.0,229732,481.3,16766579.97,42683.94,1.450740741,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
mungbean,2001,Kharif,Tamil Nadu,128995.0,53470,481.3,13174259.35,33538.7,0.415925926,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2001,Kharif,Tamil Nadu,2059878.0,6583630,481.3,210375340.1,535568.28,3.532857143,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2001,Kharif,Tamil Nadu,266123.0,104320,481.3,27179141.99,69191.98,0.441481481,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2004,Kharif,Andhra Pradesh,471825.0,215214,781.8,51117520.5,99083.25,0.479090909,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
pigeonpeas,2004,Rabi,Andhra Pradesh,8452.0,3792,781.8,915689.68,1774.92,0.485,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2004,Kharif,Andhra Pradesh,83441.0,74571,781.8,9039997.94,17522.61,0.86,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2004,Rabi,Andhra Pradesh,10128.0,6712,781.8,1097267.52,2126.88,0.661818182,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2004,Whole Year,Andhra Pradesh,40906.0,980481,781.8,4431756.04,8590.26,26.37047619,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2004,Whole Year,Andhra Pradesh,103869.0,1199311362,781.8,11253167.46,21812.49,10469.71389,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2004,Kharif,Andhra Pradesh,1178419.0,2190549,781.8,127669914.5,247467.99,1.901428571,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2004,Kharif,Andhra Pradesh,505358.0,1238622,781.8,54750485.72,106125.18,2.819545455,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2004,Rabi,Andhra Pradesh,151474.0,824920,781.8,16410693.16,31809.54,5.235714286,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2004,Kharif,Andhra Pradesh,304051.0,110550,781.8,32940885.34,63850.71,0.367727273,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2004,Rabi,Andhra Pradesh,150094.0,48901,781.8,16261183.96,31519.74,0.368421053,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2004,Kharif,Andhra Pradesh,2215067.0,6392717,781.8,239980358.8,465164.07,2.720454545,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2004,Rabi,Andhra Pradesh,871135.0,3208328,781.8,94378765.9,182938.35,2.83,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2004,Kharif,Andhra Pradesh,76464.0,35130,781.8,8284109.76,16057.44,0.473636364,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2004,Rabi,Andhra Pradesh,351048.0,223561,781.8,38032540.32,73720.08,0.608947368,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2007,Kharif,Andhra Pradesh,463000.0,302000,1004.2,61764200.0,74080.0,0.635714286,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2007,Kharif,Andhra Pradesh,60000.0,81000,1004.2,8004000.0,9600.0,1.391538462,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2007,Rabi,Andhra Pradesh,14000.0,11000,1004.2,1867600.0,2240.0,0.9175,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
cotton,2007,Kharif,Andhra Pradesh,1134000.0,3489000,1004.2,151275600.0,181440.0,2.668,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2007,Kharif,Andhra Pradesh,519000.0,2377000,1004.2,69234600.0,83040.0,4.237,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2007,Rabi,Andhra Pradesh,267000.0,1754000,1004.2,35617800.0,42720.0,6.2215,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2007,Kharif,Andhra Pradesh,286000.0,140000,1004.2,38152400.0,45760.0,0.424210526,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2007,Rabi,Andhra Pradesh,152000.0,52000,1004.2,20276800.0,24320.0,0.500769231,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2007,Kharif,Andhra Pradesh,2578000.0,8191000,1004.2,343905200.0,412480.0,3.094545455,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2007,Rabi,Andhra Pradesh,1406000.0,5133000,1004.2,187560400.0,224960.0,3.159090909,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2007,Kharif,Andhra Pradesh,96000.0,49000,1004.2,12806400.0,15360.0,0.534375,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2007,Rabi,Andhra Pradesh,407000.0,201000,1004.2,54293800.0,65120.0,0.6,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2010,Kharif,Tamil Nadu,35751.0,23669,1095.2,5938598.61,8580.24,0.688928571,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
cotton,2010,Kharif,Tamil Nadu,120765.0,247930,1095.2,20060274.15,28983.6,2.360344828,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2010,Kharif,Tamil Nadu,230489.0,1027536,1095.2,38286527.79,55317.36,4.527857143,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2010,Kharif,Tamil Nadu,171666.0,57683,1095.2,28515439.26,41199.84,0.465666667,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2010,Kharif,Tamil Nadu,1905726.0,5792415,1095.2,316560145.9,457374.24,3.597419355,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2010,Kharif,Tamil Nadu,304432.0,123011,1095.2,50569199.52,73063.68,0.484666667,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2012,Kharif,Tamil Nadu,42065.0,33105,706.8,6343402.0,13040.15,0.677241379,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
cotton,2012,Kharif,Tamil Nadu,117417.0,208517,706.8,17706483.6,36399.27,2.005555556,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2012,Kharif,Tamil Nadu,291052.0,946363,706.8,43890641.6,90226.12,3.498214286,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2012,Kharif,Tamil Nadu,118615.0,33674,706.8,17887142.0,36770.65,0.301724138,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2012,Kharif,Tamil Nadu,1493276.0,4050334,706.8,225186020.8,462915.56,3.293225806,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2012,Kharif,Tamil Nadu,208625.0,88706,706.8,31460650.0,64673.75,0.474666667,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
mothbeans,1999,Kharif,Andhra Pradesh,106564.0,90556,650.4,11309637.32,28772.28,0.899444444,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,1999,Rabi,Andhra Pradesh,10039.0,6886,650.4,1065439.07,2710.53,0.860909091,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
cotton,1999,Kharif,Andhra Pradesh,1045704.0,1579408,650.4,110980565.5,282340.08,1.458181818,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,1999,Kharif,Andhra Pradesh,360070.0,1091197,650.4,38214229.1,97218.9,2.909090909,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,1999,Rabi,Andhra Pradesh,91938.0,381497,650.4,9757379.94,24823.26,4.394761905,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
lentil,1999,Kharif,Andhra Pradesh,427217.0,152953,650.4,45340540.21,115348.59,0.375,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
lentil,1999,Rabi,Andhra Pradesh,4942.0,1872,650.4,524494.46,1334.34,0.346153846,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
mungbean,1999,Kharif,Andhra Pradesh,320634.0,174742,650.4,34028886.42,86571.18,0.626818182,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,1999,Rabi,Andhra Pradesh,138055.0,36027,650.4,14651777.15,37274.85,0.335263158,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,1999,Kharif,Andhra Pradesh,2848794.0,7056175,650.4,302342507.2,769174.38,2.400869565,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,1999,Rabi,Andhra Pradesh,1165454.0,3581740,650.4,123689633.0,314672.58,2.73,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,1999,Kharif,Andhra Pradesh,80258.0,48023,650.4,8517781.54,21669.66,0.607894737,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,1999,Rabi,Andhra Pradesh,380593.0,246988,650.4,40392335.09,102760.11,0.508,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
